id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
157143,108095,86465,14549,424001,Cancelled,2024-02-02 05:58:39 UTC,,,,1.9800000190734863
8760,6007,4742,14549,23763,Complete,2023-03-30 09:03:43 UTC,2023-03-31 01:31:00 UTC,2023-04-03 04:46:00 UTC,,1.9800000190734863
25557,17683,14141,14549,68941,Processing,2022-01-14 04:45:01 UTC,,,,1.9800000190734863
115456,79466,63406,14549,311566,Shipped,2022-03-17 05:10:37 UTC,2022-03-18 04:02:00 UTC,,,1.9800000190734863
136506,93978,75092,14549,368187,Shipped,2024-08-20 14:57:27 UTC,2024-08-21 06:14:00 UTC,,,1.9800000190734863
155151,106720,85351,14549,418628,Shipped,2024-06-24 11:27:59 UTC,2024-06-25 05:32:00 UTC,,,1.9800000190734863
20064,13819,11052,13606,54229,Cancelled,2024-03-21 07:28:00 UTC,,,,2.5
116904,80469,64225,13606,315426,Cancelled,2024-05-13 04:22:30 UTC,,,,2.5
177342,122060,97600,13606,478514,Cancelled,2023-03-26 12:58:57 UTC,,,,2.5
124943,85936,68595,13606,337022,Complete,2023-09-04 16:04:27 UTC,2023-09-01 14:51:00 UTC,2023-09-03 17:26:00 UTC,,2.5
42109,29106,23282,13606,113674,Processing,2022-05-29 11:14:30 UTC,,,,2.5
160508,110454,88327,13606,433023,Processing,2024-05-05 11:49:34 UTC,,,,2.5
161191,110936,88702,13606,434877,Shipped,2022-11-12 03:14:15 UTC,2022-11-13 23:59:00 UTC,,,2.5
163554,112558,90032,13606,441303,Shipped,2023-12-30 03:09:10 UTC,2024-01-01 23:29:00 UTC,,,2.5
3743,2591,2068,28913,10201,Cancelled,2023-08-31 04:16:51 UTC,,,,2.5899999141693115
65019,44781,35763,28913,175642,Cancelled,2023-06-22 03:41:33 UTC,,,,2.5899999141693115
26468,18305,14642,28913,71430,Complete,2024-01-11 22:49:52 UTC,2024-01-13 20:08:00 UTC,2024-01-14 00:15:00 UTC,,2.5899999141693115
116276,80041,63871,28913,313749,Processing,2024-07-08 10:20:44 UTC,,,,2.5899999141693115
39953,27598,22093,28913,107822,Shipped,2024-04-15 07:49:11 UTC,2024-04-18 01:29:00 UTC,,,2.5899999141693115
48102,33224,26538,13690,129834,Complete,2023-04-03 14:21:32 UTC,2023-04-01 03:46:00 UTC,2023-04-04 04:02:00 UTC,,2.6700000762939453
33680,23244,18641,15395,90944,Shipped,2024-08-25 07:48:38 UTC,2024-08-25 01:30:00 UTC,,,2.6700000762939453
50306,34731,27702,13690,135775,Shipped,2024-09-06 05:15:05.368188 UTC,2024-09-04 13:46:25.368188 UTC,,,2.6700000762939453
170957,117654,94084,13690,461242,Shipped,2024-07-23 04:58:14 UTC,2024-07-26 04:07:00 UTC,,,2.6700000762939453
180757,124400,99426,15395,487713,Shipped,2023-02-17 05:16:48 UTC,2023-02-18 20:30:00 UTC,,,2.6700000762939453
766,518,399,28774,2070,Cancelled,2024-06-09 11:48:00 UTC,,,,2.7799999713897705
8893,6103,4832,28774,24119,Cancelled,2022-11-29 08:12:05 UTC,,,,2.7799999713897705
90535,62357,49810,28774,244318,Cancelled,2021-06-22 03:24:41 UTC,,,,2.7799999713897705
76974,53019,42455,28774,207830,Complete,2024-06-06 14:33:13 UTC,2024-06-09 01:57:00 UTC,2024-06-09 20:59:00 UTC,,2.7799999713897705
84600,58281,46564,28774,228347,Processing,2024-08-31 03:48:05 UTC,,,,2.7799999713897705
121419,83546,66717,28774,327566,Processing,2023-03-14 11:53:20 UTC,,,,2.7799999713897705
129885,89320,71334,28689,350316,Cancelled,2023-08-05 09:19:58 UTC,,,,2.7999999523162842
146965,101152,80874,28689,396501,Cancelled,2020-09-27 03:49:08 UTC,,,,2.7999999523162842
46588,32198,25738,28689,125812,Complete,2023-07-24 15:25:15 UTC,2023-07-25 17:22:00 UTC,2023-07-30 02:38:00 UTC,,2.7999999523162842
102149,70282,56130,28689,275717,Complete,2021-12-14 11:52:11 UTC,2021-12-15 17:38:00 UTC,2021-12-18 05:17:00 UTC,,2.7999999523162842
124940,85934,68594,28689,337014,Complete,2023-09-08 09:19:44 UTC,2023-09-10 15:26:00 UTC,2023-09-10 23:19:00 UTC,,2.7999999523162842
102506,70520,56325,28689,276695,Processing,2024-02-29 10:32:23 UTC,,,,2.7999999523162842
120212,82737,66074,28689,324292,Processing,2023-04-25 17:17:05 UTC,,,,2.7999999523162842
4949,3415,2753,28689,13469,Shipped,2024-01-13 09:49:32 UTC,2024-01-11 17:28:00 UTC,,,2.7999999523162842
37160,25632,20556,28689,100366,Shipped,2020-12-11 09:00:31 UTC,2020-12-09 11:18:00 UTC,,,2.7999999523162842
82091,56560,45223,28689,221599,Shipped,2023-09-18 08:40:13 UTC,2023-09-19 04:15:00 UTC,,,2.7999999523162842
258,173,138,15744,700,Cancelled,2022-08-04 14:59:01 UTC,,,,2.9500000476837158
17026,11743,9406,28548,46001,Cancelled,2024-06-27 15:16:44 UTC,,,,2.9500000476837158
20846,14353,11484,28862,56354,Cancelled,2023-01-24 13:01:08 UTC,,,,2.9500000476837158
27360,18906,15104,13662,73826,Cancelled,2023-01-25 06:55:51 UTC,,,,2.9500000476837158
78800,54255,43410,28548,212744,Cancelled,2021-11-15 01:10:38 UTC,,,,2.9500000476837158
102465,70494,56297,28921,276587,Cancelled,2024-04-17 05:10:35 UTC,,,,2.9500000476837158
102547,70555,56352,28548,276793,Cancelled,2024-07-20 23:54:27 UTC,,,,2.9500000476837158
108695,74837,59744,14170,293401,Cancelled,2023-09-20 06:19:23 UTC,,,,2.9500000476837158
119537,82266,65674,15349,322468,Cancelled,2024-07-01 10:23:41 UTC,,,,2.9500000476837158
135661,93376,74612,28548,365888,Cancelled,2020-05-03 14:24:20 UTC,,,,2.9500000476837158
137912,94933,75879,15744,371928,Cancelled,2023-06-01 03:21:12 UTC,,,,2.9500000476837158
158312,108934,87117,15744,427139,Cancelled,2024-02-08 11:51:42 UTC,,,,2.9500000476837158
160853,110694,88520,29064,433961,Cancelled,2019-07-21 12:53:57 UTC,,,,2.9500000476837158
10741,7392,5865,28548,29102,Complete,2021-10-27 06:08:13 UTC,2021-10-30 04:48:00 UTC,2021-11-01 09:56:00 UTC,,2.9500000476837158
23481,16213,12985,14170,63376,Complete,2022-03-11 14:39:59 UTC,2022-03-13 20:16:00 UTC,2022-03-15 09:49:00 UTC,,2.9500000476837158
41704,28812,23047,9220,112586,Complete,2019-11-13 02:41:00 UTC,2019-11-15 06:54:00 UTC,2019-11-18 12:44:00 UTC,,2.9500000476837158
45769,31623,25305,28862,123600,Complete,2024-02-17 18:26:58 UTC,2024-02-15 06:34:00 UTC,2024-02-19 05:30:00 UTC,,2.9500000476837158
48219,33303,26593,28548,130146,Complete,2024-03-02 03:07:37 UTC,2024-02-29 06:13:00 UTC,2024-02-29 07:14:00 UTC,,2.9500000476837158
49483,34153,27254,28862,133547,Complete,2022-06-07 17:16:09 UTC,2022-06-10 17:21:00 UTC,2022-06-12 16:05:00 UTC,,2.9500000476837158
61105,42121,33617,28548,165032,Complete,2023-08-09 11:04:59 UTC,2023-08-06 00:38:00 UTC,2023-08-06 14:40:00 UTC,,2.9500000476837158
73407,50573,40419,13662,198264,Complete,2024-08-13 02:34:19 UTC,2024-08-11 03:27:00 UTC,2024-08-12 02:07:00 UTC,,2.9500000476837158
85151,58667,46877,15744,229827,Complete,2020-11-13 04:56:11 UTC,2020-11-15 04:37:00 UTC,2020-11-18 11:15:00 UTC,,2.9500000476837158
91571,63063,50349,28548,247089,Complete,2022-06-14 00:07:10 UTC,2022-06-14 13:39:00 UTC,2022-06-17 17:21:00 UTC,,2.9500000476837158
92907,63974,51049,9220,250722,Complete,2023-12-24 04:22:39 UTC,2023-12-26 21:36:00 UTC,2023-12-27 00:48:00 UTC,,2.9500000476837158
105128,72384,57803,15744,283798,Complete,2021-04-08 10:19:53 UTC,2021-04-10 01:46:00 UTC,2021-04-12 23:43:00 UTC,,2.9500000476837158
131958,90786,72503,28589,355916,Complete,2023-09-20 01:12:07 UTC,2023-09-22 08:11:00 UTC,2023-09-26 03:57:00 UTC,,2.9500000476837158
136104,93689,74873,15349,367080,Complete,2023-10-16 09:14:22 UTC,2023-10-12 13:54:00 UTC,2023-10-15 17:21:00 UTC,,2.9500000476837158
30853,21299,17126,28862,83293,Processing,2024-05-25 05:29:36 UTC,,,,2.9500000476837158
63838,43990,35115,29064,172409,Processing,2024-06-27 13:29:41 UTC,,,,2.9500000476837158
77706,53520,42846,29008,209781,Processing,2021-06-21 17:50:08 UTC,,,,2.9500000476837158
83767,57714,46124,28921,226106,Processing,2024-08-18 10:32:06 UTC,,,,2.9500000476837158
88696,61079,48812,29064,239393,Processing,2024-01-09 15:40:01 UTC,,,,2.9500000476837158
93544,64420,51424,14170,252450,Processing,2024-07-31 01:34:15 UTC,,,,2.9500000476837158
106017,72994,58300,28589,286203,Processing,2020-08-07 04:48:07 UTC,,,,2.9500000476837158
114760,78983,63021,15349,309695,Processing,2024-05-11 22:23:10 UTC,,,,2.9500000476837158
119198,82037,65493,29008,321575,Processing,2024-07-28 13:45:57 UTC,,,,2.9500000476837158
120745,83092,66350,15349,325768,Processing,2022-11-28 05:59:19 UTC,,,,2.9500000476837158
125086,86039,68686,28589,337413,Processing,2024-09-03 10:26:35.248919 UTC,,,,2.9500000476837158
130393,89684,71621,13662,351689,Processing,2023-07-25 00:31:50 UTC,,,,2.9500000476837158
134482,92555,73955,28921,362685,Processing,2024-04-29 09:33:36 UTC,,,,2.9500000476837158
139479,96038,76777,14170,376175,Processing,2023-04-21 04:59:19 UTC,,,,2.9500000476837158
142524,98126,78448,28862,384419,Processing,2023-06-02 04:27:39 UTC,,,,2.9500000476837158
181731,125068,99988,28862,490349,Processing,2024-06-12 15:58:06 UTC,,,,2.9500000476837158
2550,1761,1365,13662,6938,Returned,2024-07-22 17:36:31 UTC,2024-07-22 21:37:00 UTC,2024-07-24 13:44:00 UTC,2024-07-25 03:49:00 UTC,2.9500000476837158
69973,48217,38561,9220,189031,Returned,2024-03-31 09:27:02 UTC,2024-03-29 17:37:00 UTC,2024-04-01 00:55:00 UTC,2024-04-01 07:57:00 UTC,2.9500000476837158
85384,58822,47005,15349,230478,Returned,2023-04-21 23:32:37 UTC,2023-04-22 18:47:00 UTC,2023-04-23 21:52:00 UTC,2023-04-25 20:31:00 UTC,2.9500000476837158
152190,104707,83756,15744,410631,Returned,2024-08-07 11:14:00 UTC,2024-08-08 17:37:00 UTC,2024-08-10 18:40:00 UTC,2024-08-13 18:09:00 UTC,2.9500000476837158
170372,117245,93777,15349,459672,Returned,2023-09-14 21:14:18 UTC,2023-09-16 03:59:00 UTC,2023-09-18 22:21:00 UTC,2023-09-21 09:02:00 UTC,2.9500000476837158
1948,1341,1062,13662,5276,Shipped,2023-03-17 04:55:48 UTC,2023-03-17 20:00:00 UTC,,,2.9500000476837158
7462,5093,4040,28921,20244,Shipped,2023-02-16 04:57:30 UTC,2023-02-18 17:53:00 UTC,,,2.9500000476837158
25246,17462,13962,14170,68097,Shipped,2024-04-29 10:28:15 UTC,2024-05-01 08:21:00 UTC,,,2.9500000476837158
34498,23819,19107,15349,93120,Shipped,2022-06-03 14:47:29 UTC,2022-06-04 05:03:00 UTC,,,2.9500000476837158
50166,34640,27629,13662,135386,Shipped,2021-05-19 14:14:31 UTC,2021-05-20 10:36:00 UTC,,,2.9500000476837158
63228,43567,34772,29064,170755,Shipped,2021-12-05 20:57:02 UTC,2021-12-07 11:08:00 UTC,,,2.9500000476837158
79845,54981,44013,9220,215556,Shipped,2019-12-18 14:18:46 UTC,2019-12-18 01:16:00 UTC,,,2.9500000476837158
85165,58676,46886,28589,229865,Shipped,2021-11-01 15:41:02 UTC,2021-11-03 01:06:00 UTC,,,2.9500000476837158
86758,59765,47748,14170,234146,Shipped,2024-08-12 07:29:15 UTC,2024-08-12 02:18:00 UTC,,,2.9500000476837158
94406,65018,51909,15744,254760,Shipped,2023-08-25 12:06:55 UTC,2023-08-25 16:14:00 UTC,,,2.9500000476837158
97344,67003,53478,13662,262734,Shipped,2021-03-04 00:49:08 UTC,2021-03-03 10:06:00 UTC,,,2.9500000476837158
132151,90918,72607,29008,356434,Shipped,2024-07-29 07:05:20 UTC,2024-07-31 03:47:00 UTC,,,2.9500000476837158
134898,92850,74206,13662,363813,Shipped,2021-12-06 10:32:54 UTC,2021-12-05 01:00:00 UTC,,,2.9500000476837158
136180,93743,74912,29064,367287,Shipped,2023-08-03 00:53:07 UTC,2023-08-04 18:29:00 UTC,,,2.9500000476837158
139341,95942,76695,9220,375812,Shipped,2024-07-16 03:13:16 UTC,2024-07-14 17:11:00 UTC,,,2.9500000476837158
139942,96348,77041,28589,377437,Shipped,2023-03-10 09:55:58 UTC,2023-03-07 22:53:00 UTC,,,2.9500000476837158
141624,97500,77950,28921,381960,Shipped,2023-06-17 04:28:20 UTC,2023-06-18 05:36:00 UTC,,,2.9500000476837158
142871,98351,78631,15744,385395,Shipped,2024-08-17 07:04:35 UTC,2024-08-17 01:18:00 UTC,,,2.9500000476837158
147138,101271,80971,14170,396959,Shipped,2024-08-30 14:09:25 UTC,2024-09-01 15:14:00 UTC,,,2.9500000476837158
153335,105489,84382,29008,413696,Shipped,2020-12-18 22:34:27 UTC,2020-12-15 08:48:00 UTC,,,2.9500000476837158
160691,110585,88433,13662,433522,Shipped,2024-01-13 11:17:57 UTC,2024-01-12 01:46:00 UTC,,,2.9500000476837158
24856,17179,13744,12265,67047,Cancelled,2024-07-07 09:47:27 UTC,,,,2.9900000095367432
40907,28261,22610,12351,110425,Cancelled,2024-02-12 06:27:29 UTC,,,,2.9900000095367432
58694,40465,32282,12354,158509,Cancelled,2024-06-20 06:56:58 UTC,,,,2.9900000095367432
58839,40561,32362,28551,158908,Cancelled,2020-11-07 00:37:55 UTC,,,,2.9900000095367432
141783,97609,78045,9621,382401,Cancelled,2024-08-05 11:29:25 UTC,,,,2.9900000095367432
20326,14002,11190,12354,54948,Complete,2023-12-07 17:59:25 UTC,2023-12-10 09:37:00 UTC,2023-12-15 06:16:00 UTC,,2.9900000095367432
36693,25312,20295,28551,99091,Complete,2024-03-09 09:05:37 UTC,2024-03-06 23:13:00 UTC,2024-03-11 21:43:00 UTC,,2.9900000095367432
62368,42965,34293,12351,168450,Complete,2024-07-28 18:51:22 UTC,2024-07-31 09:07:00 UTC,2024-07-31 10:30:00 UTC,,2.9900000095367432
64459,44400,35448,12664,174116,Complete,2024-05-21 14:22:35 UTC,2024-05-23 03:53:00 UTC,2024-05-25 08:09:00 UTC,,2.9900000095367432
77983,53700,42979,12664,210527,Complete,2023-09-16 22:36:27 UTC,2023-09-18 16:54:00 UTC,2023-09-23 05:58:00 UTC,,2.9900000095367432
106002,72985,58290,28551,286161,Complete,2021-04-24 01:38:06 UTC,2021-04-24 22:10:00 UTC,2021-04-26 00:43:00 UTC,,2.9900000095367432
124509,85636,68352,12354,335878,Complete,2020-06-07 02:40:03 UTC,2020-06-09 09:26:00 UTC,2020-06-09 18:16:00 UTC,,2.9900000095367432
129528,89078,71142,15531,349361,Complete,2024-04-30 09:57:14 UTC,2024-05-01 10:30:00 UTC,2024-05-05 04:34:00 UTC,,2.9900000095367432
159079,109471,87520,15531,429199,Complete,2022-07-17 22:03:10 UTC,2022-07-21 00:21:00 UTC,2022-07-25 17:41:00 UTC,,2.9900000095367432
170525,117354,93866,9621,460077,Complete,2023-09-10 07:16:38 UTC,2023-09-09 22:16:00 UTC,2023-09-10 15:20:00 UTC,,2.9900000095367432
178955,123170,98470,12351,482874,Complete,2024-08-10 00:17:24 UTC,2024-08-13 00:58:00 UTC,2024-08-16 03:33:00 UTC,,2.9900000095367432
58022,40011,31908,25276,156691,Processing,2024-02-12 03:37:47 UTC,,,,2.9900000095367432
67527,46498,37154,12354,182393,Processing,2024-03-29 10:39:04 UTC,,,,2.9900000095367432
68720,47341,37849,12354,185642,Processing,2023-10-29 02:39:15 UTC,,,,2.9900000095367432
107911,74294,59311,9621,291280,Processing,2022-03-31 06:25:04 UTC,,,,2.9900000095367432
154895,106552,85217,12354,417943,Processing,2024-06-05 21:47:23 UTC,,,,2.9900000095367432
164783,113384,90721,12664,444606,Processing,2023-08-20 00:00:19 UTC,,,,2.9900000095367432
2648,1829,1422,9621,7219,Returned,2024-03-22 18:00:46 UTC,2024-03-25 17:11:00 UTC,2024-03-29 01:47:00 UTC,2024-03-29 05:26:00 UTC,2.9900000095367432
108010,74359,59364,12664,291541,Returned,2021-07-09 02:26:09 UTC,2021-07-05 08:30:00 UTC,2021-07-07 23:48:00 UTC,2021-07-09 05:01:00 UTC,2.9900000095367432
174386,120030,95997,12664,470532,Returned,2024-04-17 01:00:49 UTC,2024-04-18 01:14:00 UTC,2024-04-18 05:34:00 UTC,2024-04-18 19:15:00 UTC,2.9900000095367432
3862,2671,2141,15531,10513,Shipped,2024-08-13 16:19:50 UTC,2024-08-12 17:20:00 UTC,,,2.9900000095367432
8763,6008,4742,12664,23771,Shipped,2024-05-28 07:15:30 UTC,2024-05-30 12:36:00 UTC,,,2.9900000095367432
35287,24354,19545,15531,95283,Shipped,2024-09-02 11:41:33.337669 UTC,2024-09-01 15:26:19.337669 UTC,,,2.9900000095367432
39823,27507,22016,12354,107471,Shipped,2023-02-10 13:18:46 UTC,2023-02-10 16:45:00 UTC,,,2.9900000095367432
45226,31244,25010,9621,122134,Shipped,2022-02-06 01:22:05 UTC,2022-02-06 11:44:00 UTC,,,2.9900000095367432
63006,43403,34646,12664,170168,Shipped,2022-09-19 09:55:43 UTC,2022-09-18 06:17:00 UTC,,,2.9900000095367432
64191,44227,35311,9621,173377,Shipped,2021-03-01 06:03:53 UTC,2021-03-01 20:03:00 UTC,,,2.9900000095367432
75465,51984,41592,9621,203798,Shipped,2022-08-14 23:41:11 UTC,2022-08-18 02:06:00 UTC,,,2.9900000095367432
88984,61284,48974,12265,240152,Shipped,2021-12-14 23:09:04 UTC,2021-12-16 03:54:00 UTC,,,2.9900000095367432
119583,82303,65705,12354,322594,Shipped,2022-02-23 06:05:21 UTC,2022-02-20 14:07:00 UTC,,,2.9900000095367432
134070,92270,73722,9621,361584,Shipped,2021-01-09 13:46:35 UTC,2021-01-11 18:08:00 UTC,,,2.9900000095367432
134453,92532,73933,12265,362601,Shipped,2023-04-03 09:49:54 UTC,2023-04-01 15:13:00 UTC,,,2.9900000095367432
147668,101607,81227,15531,398400,Shipped,2023-01-02 04:14:49 UTC,2022-12-30 09:35:00 UTC,,,2.9900000095367432
153109,105341,84262,15531,413086,Shipped,2023-04-12 13:16:31 UTC,2023-04-12 20:37:00 UTC,,,2.9900000095367432
166700,114695,91744,15531,449774,Shipped,2020-12-24 14:06:08 UTC,2020-12-22 17:50:00 UTC,,,2.9900000095367432
178526,122870,98224,12265,481703,Shipped,2022-11-12 01:40:56 UTC,2022-11-13 06:34:00 UTC,,,2.9900000095367432
87420,60211,48121,28951,235926,Cancelled,2022-07-11 02:11:23 UTC,,,,3
115046,79184,63184,28951,310480,Complete,2024-08-13 00:03:35 UTC,2024-08-14 04:40:00 UTC,2024-08-15 20:15:00 UTC,,3
44711,30901,24715,28951,120734,Processing,2024-05-27 05:41:56 UTC,,,,3
53907,37146,29628,28951,145524,Processing,2021-09-10 04:14:05 UTC,,,,3
69360,47791,38227,28951,187374,Processing,2024-08-09 12:42:18 UTC,,,,3
52444,36169,28862,28972,141574,Complete,2021-02-03 05:48:24 UTC,2021-02-05 06:43:00 UTC,2021-02-05 21:22:00 UTC,,3.0899999141693115
